Date,Dive,Site,Site_Depth_m,Transect,Taxa,Intercept,Rugosity,Cover
5/19/2023,1,Honaunau_2,17,L7,Carbonate,89,,-2
5/19/2023,1,Honaunau_2,17,L7,Porites lobata,95,,6
5/19/2023,1,Honaunau_2,17,L7,Carbonate,115,,20
5/19/2023,1,Honaunau_2,17,L7,Porites lobata,118,,3
5/19/2023,1,Honaunau_2,17,L7,Carbonate,149,,31
5/19/2023,1,Honaunau_2,17,L7,Porites lobata,152,,3
5/19/2023,1,Honaunau_2,17,L7,Carbonate,171,,19
5/19/2023,1,Honaunau_2,17,L7,Montipora capitata,176,,5
5/19/2023,1,Honaunau_2,17,L7,Porites compressa,179,,3
5/19/2023,1,Honaunau_2,17,L7,Carbonate,202,,23
5/19/2023,1,Honaunau_2,17,L7,Porites lobata,212,,10
5/19/2023,1,Honaunau_2,17,L7,Porites compressa,214,,2
5/19/2023,1,Honaunau_2,17,L7,Carbonate,235,,21
5/19/2023,1,Honaunau_2,17,L7,Porites compressa,239,,4
5/19/2023,1,Honaunau_2,17,L7,Carbonate,247,,8
5/19/2023,1,Honaunau_2,17,L7,Porites lobata,252,,5
5/19/2023,1,Honaunau_2,17,L7,Carbonate,307,307,55
5/19/2023,1,Honaunau_2,17,K5,Carbonate,204,,204
5/19/2023,1,Honaunau_2,17,K5,Porites compressa,229,,25
5/19/2023,1,Honaunau_2,17,K5,Carbonate,279,,50
5/19/2023,1,Honaunau_2,17,K5,Porites lobata,308,308,29
5/19/2023,1,Honaunau_2,17,L8,Carbonate,17,,17
5/19/2023,1,Honaunau_2,17,L8,Porites lobata,19,,2
5/19/2023,1,Honaunau_2,17,L8,Carbonate,65,,46
5/19/2023,1,Honaunau_2,17,L8,Porites lobata,69,,4
5/19/2023,1,Honaunau_2,17,L8,Carbonate,71,,2
5/19/2023,1,Honaunau_2,17,L8,Porites lobata,97,,26
5/19/2023,1,Honaunau_2,17,L8,Carbonate,139,,42
5/19/2023,1,Honaunau_2,17,L8,Porites lobata,162,,23
5/19/2023,1,Honaunau_2,17,L8,Carbonate,166,,4
5/19/2023,1,Honaunau_2,17,L8,Porites lobata,172,,6
5/19/2023,1,Honaunau_2,17,L8,Carbonate,179,,7
5/19/2023,1,Honaunau_2,17,L8,Porites lobata,195,,16
5/19/2023,1,Honaunau_2,17,L8,Porites compressa,202,,7
5/19/2023,1,Honaunau_2,17,L8,Porites lobata,212,,10
5/19/2023,1,Honaunau_2,17,L8,Carbonate,215,,3
5/19/2023,1,Honaunau_2,17,L8,Porites lobata,219,,4
5/19/2023,1,Honaunau_2,17,L8,Carbonate,231,,12
5/19/2023,1,Honaunau_2,17,L8,Porites lobata,236,236,5
5/19/2023,1,Honaunau_2,17,K6,Porites lobata,19,,19
5/19/2023,1,Honaunau_2,17,K6,Carbonate,38,,19
5/19/2023,1,Honaunau_2,17,K6,Porites lobata,64,,26
5/19/2023,1,Honaunau_2,17,K6,Carbonate,92,,28
5/19/2023,1,Honaunau_2,17,K6,Porites compressa,97,,5
5/19/2023,1,Honaunau_2,17,K6,Carbonate,102,,5
5/19/2023,1,Honaunau_2,17,K6,Porites lobata,144,,42
5/19/2023,1,Honaunau_2,17,K6,Porites compressa,152,,8
5/19/2023,1,Honaunau_2,17,K6,Porites lobata,161,,9
5/19/2023,1,Honaunau_2,17,K6,Porites compressa,164,,3
5/19/2023,1,Honaunau_2,17,K6,Carbonate,182,,18
5/19/2023,1,Honaunau_2,17,K6,Porites lobata,191,,9
5/19/2023,1,Honaunau_2,17,K6,Carbonate,195,,4
5/19/2023,1,Honaunau_2,17,K6,Porites lobata,215,,20
5/19/2023,1,Honaunau_2,17,K6,Carbonate,242,,27
5/19/2023,1,Honaunau_2,17,K6,Porites lobata,259,,17
5/19/2023,1,Honaunau_2,17,K6,Carbonate,262,,3
5/19/2023,1,Honaunau_2,17,K6,Porites lobata,277,277,15
5/19/2023,1,Honaunau_2,17,L9,Carbonate,42,,42
5/19/2023,1,Honaunau_2,17,L9,Porites compressa,51,,9
5/19/2023,1,Honaunau_2,17,L9,Carbonate,94,,43
5/19/2023,1,Honaunau_2,17,L9,Porites compressa,119,,25
5/19/2023,1,Honaunau_2,17,L9,Carbonate,230,,111
5/19/2023,1,Honaunau_2,17,L9,Porites compressa,246,,16
5/19/2023,1,Honaunau_2,17,L9,Carbonate,298,,52
5/19/2023,1,Honaunau_2,17,L9,Porites compressa,309,,11
5/19/2023,1,Honaunau_2,17,L9,Carbonate,317,317,8
5/19/2023,2,Honaunau_2,3,K1,Carbonate,37,,37
5/19/2023,2,Honaunau_2,3,K1,Porites lobata,51,,14
5/19/2023,2,Honaunau_2,3,K1,Carbonate,158,,107
5/19/2023,2,Honaunau_2,3,K1,Porites lobata,165,,7
5/19/2023,2,Honaunau_2,3,K1,Carbonate,212,,47
5/19/2023,2,Honaunau_2,3,K1,Porites lobata,220,220,8
5/19/2023,2,Honaunau_2,3,L1,Carbonate,18,,18
5/19/2023,2,Honaunau_2,3,L1,Porites lobata,52,,34
5/19/2023,2,Honaunau_2,3,L1,Carbonate,95,,43
5/19/2023,2,Honaunau_2,3,L1,Porites lobata,103,,8
5/19/2023,2,Honaunau_2,3,L1,Sand,107,,4
5/19/2023,2,Honaunau_2,3,L1,Carbonate,153,,46
5/19/2023,2,Honaunau_2,3,L1,Porites lobata,172,,19
5/19/2023,2,Honaunau_2,3,L1,Carbonate,178,,6
5/19/2023,2,Honaunau_2,3,L1,Porites lobata,191,,13
5/19/2023,2,Honaunau_2,3,L1,Carbonate,202,,11
5/19/2023,2,Honaunau_2,3,L1,Porites lobata,207,,5
5/19/2023,2,Honaunau_2,3,L1,Carbonate,212,,5
5/19/2023,2,Honaunau_2,3,L1,Porites lobata,219,,7
5/19/2023,2,Honaunau_2,3,L1,Carbonate,233,233,14
5/19/2023,2,Honaunau_2,3,L2,Carbonate,83,,83
5/19/2023,2,Honaunau_2,3,L2,Porites lobata,86,,3
5/19/2023,2,Honaunau_2,3,L2,Carbonate,169,,83
5/19/2023,2,Honaunau_2,3,L2,Porites lobata,173,,4
5/19/2023,2,Honaunau_2,3,L2,Carbonate,225,225,52
5/19/2023,2,Honaunau_2,3,K2,Carbonate,31,,31
5/19/2023,2,Honaunau_2,3,K2,Porites lobata,34,,3
5/19/2023,2,Honaunau_2,3,K2,Carbonate,207,,173
5/19/2023,2,Honaunau_2,3,K2,Porites lobata,212,,5
5/19/2023,2,Honaunau_2,3,K2,Carbonate,255,255,43
5/19/2023,2,Honaunau_2,3,L3,Porites lobata,24,,24
5/19/2023,2,Honaunau_2,3,L3,Carbonate,82,,58
5/19/2023,2,Honaunau_2,3,L3,Porites lobata,93,,11
5/19/2023,2,Honaunau_2,3,L3,Carbonate,162,,69
5/19/2023,2,Honaunau_2,3,L3,Porites lobata,168,,6
5/19/2023,2,Honaunau_2,3,L3,Coralline algae,185,,17
5/19/2023,2,Honaunau_2,3,L3,Porites lobata,206,,21
5/19/2023,2,Honaunau_2,3,L3,Carbonate,210,,4
5/19/2023,2,Honaunau_2,3,L3,Porites lobata,236,,26
5/19/2023,2,Honaunau_2,3,L3,Carbonate,241,,5
5/19/2023,2,Honaunau_2,3,L3,Porites lobata,249,,8
5/19/2023,2,Honaunau_2,3,L3,Carbonate,262,262,13
5/19/2023,2,Honaunau_2,3,K3,Carbonate,26,,26
5/19/2023,2,Honaunau_2,3,K3,Porites lobata,103,,77
5/19/2023,2,Honaunau_2,3,K3,Carbonate,110,,7
5/19/2023,2,Honaunau_2,3,K3,Porites lobata,142,,32
5/19/2023,2,Honaunau_2,3,K3,Carbonate,173,,31
5/19/2023,2,Honaunau_2,3,K3,Leptastrea transversa,176,,3
5/19/2023,2,Honaunau_2,3,K3,Coralline algae,205,,29
5/19/2023,2,Honaunau_2,3,K3,Carbonate,255,255,50
5/19/2023,2,Honaunau_2,3,L4,Carbonate,35,,35
5/19/2023,2,Honaunau_2,3,L4,Coralline algae,59,,24
5/19/2023,2,Honaunau_2,3,L4,Carbonate,85,,26
5/19/2023,2,Honaunau_2,3,L4,Porites lobata,106,,21
5/19/2023,2,Honaunau_2,3,L4,Carbonate,122,,16
5/19/2023,2,Honaunau_2,3,L4,Coralline algae,135,,13
5/19/2023,2,Honaunau_2,3,L4,Carbonate,142,,7
5/19/2023,2,Honaunau_2,3,L4,Coralline algae,155,,13
5/19/2023,2,Honaunau_2,3,L4,Carbonate,182,,27
5/19/2023,2,Honaunau_2,3,L4,Coralline algae,203,,21
5/19/2023,2,Honaunau_2,3,L4,Carbonate,235,235,32
5/19/2023,2,Honaunau_2,3,K4,Carbonate,145,,145
5/19/2023,2,Honaunau_2,3,K4,Coralline algae,166,,21
5/19/2023,2,Honaunau_2,3,K4,Carbonate,186,,20
5/19/2023,2,Honaunau_2,3,K4,Coralline algae,240,,54
5/19/2023,2,Honaunau_2,3,K4,Carbonate,252,252,12
5/19/2023,2,Honaunau_2,3,L5,Porites lobata,11,,11
5/19/2023,2,Honaunau_2,3,L5,Carbonate,19,,8
5/19/2023,2,Honaunau_2,3,L5,Porites lobata,48,,29
5/19/2023,2,Honaunau_2,3,L5,Carbonate,52,,4
5/19/2023,2,Honaunau_2,3,L5,Porites lobata,57,,5
5/19/2023,2,Honaunau_2,3,L5,Carbonate,91,,34
5/19/2023,2,Honaunau_2,3,L5,Porites lobata,111,,20
5/19/2023,2,Honaunau_2,3,L5,Carbonate,152,,41
5/19/2023,2,Honaunau_2,3,L5,Porites lobata,156,,4
5/19/2023,2,Honaunau_2,3,L5,Carbonate,180,,24
5/19/2023,2,Honaunau_2,3,L5,Porites lobata,207,,27
5/19/2023,2,Honaunau_2,3,L5,Carbonate,215,,8
5/19/2023,2,Honaunau_2,3,L5,Coralline algae,241,,26
5/19/2023,2,Honaunau_2,3,L5,Porites lobata,256,,15
5/19/2023,2,Honaunau_2,3,L5,Carbonate,269,269,13
5/19/2023,2,Honaunau_2,3,K5,Porites lobata,9,,9
5/19/2023,2,Honaunau_2,3,K5,Porites lobata,26,,17
5/19/2023,2,Honaunau_2,3,K5,Carbonate,43,,17
5/19/2023,2,Honaunau_2,3,K5,Porites lobata,52,,9
5/19/2023,2,Honaunau_2,3,K5,Carbonate,131,,79
5/19/2023,2,Honaunau_2,3,K5,Porites lobata,140,,9
5/19/2023,2,Honaunau_2,3,K5,Carbonate,146,,6
5/19/2023,2,Honaunau_2,3,K5,Porites lobata,157,,11
5/19/2023,2,Honaunau_2,3,K5,Carbonate,163,,6
5/19/2023,2,Honaunau_2,3,K5,Porites lobata,174,,11
5/19/2023,2,Honaunau_2,3,K5,Carbonate,235,235,61
5/19/2023,2,Honaunau_2,3,L6,Carbonate,59,,59
5/19/2023,2,Honaunau_2,3,L6,Porites lobata,72,,13
5/19/2023,2,Honaunau_2,3,L6,Carbonate,103,,31
5/19/2023,2,Honaunau_2,3,L6,Porites lobata,141,,38
5/19/2023,2,Honaunau_2,3,L6,Carbonate,143,,2
5/19/2023,2,Honaunau_2,3,L6,Porites lobata,169,,26
5/19/2023,2,Honaunau_2,3,L6,Carbonate,191,,22
5/19/2023,2,Honaunau_2,3,L6,Porites lobata,197,,6
5/19/2023,2,Honaunau_2,3,L6,Carbonate,226,226,29
5/19/2023,2,Honaunau_2,3,K6,Carbonate,89,,89
5/19/2023,2,Honaunau_2,3,K6,Coralline algae,95,,6
5/19/2023,2,Honaunau_2,3,K6,Carbonate,119,,24
5/19/2023,2,Honaunau_2,3,K6,Porites lobata,128,,9
5/19/2023,2,Honaunau_2,3,K6,Carbonate,158,,30
5/19/2023,2,Honaunau_2,3,K6,Porites lobata,163,,5
5/19/2023,2,Honaunau_2,3,K6,Carbonate,237,237,74
5/19/2023,2,Honaunau_2,3,L7,Carbonate,19,,19
5/19/2023,2,Honaunau_2,3,L7,Porites lobata,24,,5
5/19/2023,2,Honaunau_2,3,L7,Carbonate,35,,11
5/19/2023,2,Honaunau_2,3,L7,Porites lobata,56,,21
5/19/2023,2,Honaunau_2,3,L7,Carbonate,59,,3
5/19/2023,2,Honaunau_2,3,L7,Porites lobata,66,,7
5/19/2023,2,Honaunau_2,3,L7,Carbonate,72,,6
5/19/2023,2,Honaunau_2,3,L7,Porites lobata,78,,6
5/19/2023,2,Honaunau_2,3,L7,Carbonate,112,,34
5/19/2023,2,Honaunau_2,3,L7,Porites lobata,115,,3
5/19/2023,2,Honaunau_2,3,L7,Carbonate,124,,9
5/19/2023,2,Honaunau_2,3,L7,Porites lobata,136,,12
5/19/2023,2,Honaunau_2,3,L7,Carbonate,164,,28
5/19/2023,2,Honaunau_2,3,L7,Porites lobata,172,,8
5/19/2023,2,Honaunau_2,3,L7,Carbonate,185,,13
5/19/2023,2,Honaunau_2,3,L7,Porites lobata,197,,12
5/19/2023,2,Honaunau_2,3,L7,Carbonate,209,,12
5/19/2023,2,Honaunau_2,3,L7,Porites lobata,212,,3
5/19/2023,2,Honaunau_2,3,L7,Porites lobata,229,229,17
5/19/2023,2,Honaunau_2,3,K7,Carbonate,69,,69
5/19/2023,2,Honaunau_2,3,K7,Porites lobata,74,,5
5/19/2023,2,Honaunau_2,3,K7,Coralline algae,81,,7
5/19/2023,2,Honaunau_2,3,K7,Porites lobata,85,,4
5/19/2023,2,Honaunau_2,3,K7,Carbonate,101,,16
5/19/2023,2,Honaunau_2,3,K7,Porites lobata,110,,9
5/19/2023,2,Honaunau_2,3,K7,Coralline algae,115,,5
5/19/2023,2,Honaunau_2,3,K7,Porites lobata,119,,4
5/19/2023,2,Honaunau_2,3,K7,Carbonate,122,,3
5/19/2023,2,Honaunau_2,3,K7,Porites lobata,129,,7
5/19/2023,2,Honaunau_2,3,K7,Carbonate,162,,33
5/19/2023,2,Honaunau_2,3,K7,Porites lobata,167,,5
5/19/2023,2,Honaunau_2,3,K7,Carbonate,175,,8
5/19/2023,2,Honaunau_2,3,K7,Porites lobata,192,,17
5/19/2023,2,Honaunau_2,3,K7,Carbonate,238,,46
5/19/2023,2,Honaunau_2,3,K7,Coralline algae,246,246,8
5/19/2023,2,Honaunau_2,3,L8,Coralline algae,15,,15
5/19/2023,2,Honaunau_2,3,L8,Porites lobata,28,,13
5/19/2023,2,Honaunau_2,3,L8,Carbonate,69,,41
5/19/2023,2,Honaunau_2,3,L8,Porites lobata,86,,17
5/19/2023,2,Honaunau_2,3,L8,Carbonate,91,,5
5/19/2023,2,Honaunau_2,3,L8,Porites lobata,123,,32
5/19/2023,2,Honaunau_2,3,L8,Carbonate,156,,33
5/19/2023,2,Honaunau_2,3,L8,Coralline algae,172,,16
5/19/2023,2,Honaunau_2,3,L8,Porites lobata,192,,20
5/19/2023,2,Honaunau_2,3,L8,Coralline algae,197,,5
5/19/2023,2,Honaunau_2,3,L8,Porites lobata,215,,18
5/19/2023,2,Honaunau_2,3,L8,Carbonate,231,231,16
5/20/2023,1,Honaunau_1,2,K1,Carbonate,165,,165
5/20/2023,1,Honaunau_1,2,K1,Porites lobata,168,,3
5/20/2023,1,Honaunau_1,2,K1,Carbonate,174,,6
5/20/2023,1,Honaunau_1,2,K1,Porites lobata,191,,17
5/20/2023,1,Honaunau_1,2,K1,Carbonate,212,,21
5/20/2023,1,Honaunau_1,2,K1,Porites lobata,235,,23
5/20/2023,1,Honaunau_1,2,K1,Carbonate,237,,2
5/20/2023,1,Honaunau_1,2,K1,Porites lobata,251,,14
5/20/2023,1,Honaunau_1,2,K1,Carbonate,257,,6
5/20/2023,1,Honaunau_1,2,K1,Porites lobata,291,291,34
5/20/2023,1,Honaunau_1,2,L1,Carbonate,39,,39
5/20/2023,1,Honaunau_1,2,L1,Porites lobata,52,,13
5/20/2023,1,Honaunau_1,2,L1,Carbonate,65,,13
5/20/2023,1,Honaunau_1,2,L1,Porites lobata,74,,9
5/20/2023,1,Honaunau_1,2,L1,Carbonate,197,,123
5/20/2023,1,Honaunau_1,2,L1,Sand,210,,13
5/20/2023,1,Honaunau_1,2,L1,Carbonate,216,,6
5/20/2023,1,Honaunau_1,2,L1,Porites lobata,255,255,39
5/20/2023,1,Honaunau_1,2,K2,Porites lobata,35,,35
5/20/2023,1,Honaunau_1,2,K2,Carbonate,84,,49
5/20/2023,1,Honaunau_1,2,K2,Porites lobata,93,,9
5/20/2023,1,Honaunau_1,2,K2,Carbonate,105,,12
5/20/2023,1,Honaunau_1,2,K2,Porites lobata,109,,4
5/20/2023,1,Honaunau_1,2,K2,Carbonate,120,,11
5/20/2023,1,Honaunau_1,2,K2,Porites lobata,145,,25
5/20/2023,1,Honaunau_1,2,K2,Carbonate,185,,40
5/20/2023,1,Honaunau_1,2,K2,Porites lobata,191,,6
5/20/2023,1,Honaunau_1,2,K2,Sand,236,236,45
5/20/2023,1,Honaunau_1,2,L2,Carbonate,39,,39
5/20/2023,1,Honaunau_1,2,L2,Porites lobata,51,,12
5/20/2023,1,Honaunau_1,2,L2,Carbonate,56,,5
5/20/2023,1,Honaunau_1,2,L2,Porites lobata,134,,78
5/20/2023,1,Honaunau_1,2,L2,Carbonate,136,,2
5/20/2023,1,Honaunau_1,2,L2,Porites lobata,144,,8
5/20/2023,1,Honaunau_1,2,L2,Carbonate,210,,66
5/20/2023,1,Honaunau_1,2,L2,Porites lobata,223,,13
5/20/2023,1,Honaunau_1,2,L2,Carbonate,234,,11
5/20/2023,1,Honaunau_1,2,L2,Porites lobata,257,,23
5/20/2023,1,Honaunau_1,2,L2,Carbonate,265,,8
5/20/2023,1,Honaunau_1,2,L2,Porites lobata,274,,9
5/20/2023,1,Honaunau_1,2,L2,Carbonate,279,279,5
5/20/2023,1,Honaunau_1,2,K3,Carbonate,58,,58
5/20/2023,1,Honaunau_1,2,K3,Porites lobata,62,,4
5/20/2023,1,Honaunau_1,2,K3,Carbonate,75,,13
5/20/2023,1,Honaunau_1,2,K3,Porites lobata,81,,6
5/20/2023,1,Honaunau_1,2,K3,Carbonate,195,,114
5/20/2023,1,Honaunau_1,2,K3,Porites lobata,197,,2
5/20/2023,1,Honaunau_1,2,K3,Carbonate,240,,43
5/20/2023,1,Honaunau_1,2,K3,Porites lobata,252,,12
5/20/2023,1,Honaunau_1,2,K3,Carbonate,260,,8
5/20/2023,1,Honaunau_1,2,K3,Porites lobata,282,282,22
5/20/2023,1,Honaunau_1,2,L3,Carbonate,18,,18
5/20/2023,1,Honaunau_1,2,L3,Porites lobata,24,,6
5/20/2023,1,Honaunau_1,2,L3,Carbonate,31,,7
5/20/2023,1,Honaunau_1,2,L3,Porites lobata,42,,11
5/20/2023,1,Honaunau_1,2,L3,Carbonate,47,,5
5/20/2023,1,Honaunau_1,2,L3,Coralline algae,105,,58
5/20/2023,1,Honaunau_1,2,L3,Porites lobata,127,,22
5/20/2023,1,Honaunau_1,2,L3,Carbonate,212,,85
5/20/2023,1,Honaunau_1,2,L3,Porites lobata,214,,2
5/20/2023,1,Honaunau_1,2,L3,Carbonate,281,281,67
5/20/2023,1,Honaunau_1,2,L4,Porites lobata,35,,35
5/20/2023,1,Honaunau_1,2,L4,Carbonate,64,,29
5/20/2023,1,Honaunau_1,2,L4,Porites lobata,79,,15
5/20/2023,1,Honaunau_1,2,L4,Carbonate,105,,26
5/20/2023,1,Honaunau_1,2,L4,Porites lobata,127,,22
5/20/2023,1,Honaunau_1,2,L4,Carbonate,201,,74
5/20/2023,1,Honaunau_1,2,L4,Pocillopora meandrina,203,,2
5/20/2023,1,Honaunau_1,2,L4,Carbonate,236,236,33
5/20/2023,1,Honaunau_1,2,K4,Carbonate,65,,65
5/20/2023,1,Honaunau_1,2,K4,Porites lobata,71,,6
5/20/2023,1,Honaunau_1,2,K4,Carbonate,92,,21
5/20/2023,1,Honaunau_1,2,K4,Porites lobata,107,,15
5/20/2023,1,Honaunau_1,2,K4,Carbonate,172,,65
5/20/2023,1,Honaunau_1,2,K4,Porites lobata,202,,30
5/20/2023,1,Honaunau_1,2,K4,Carbonate,236,236,34
5/20/2023,1,Honaunau_1,2,L5,Carbonate,4,,4
5/20/2023,1,Honaunau_1,2,L5,Porites lobata,26,,22
5/20/2023,1,Honaunau_1,2,L5,Carbonate,32,,6
5/20/2023,1,Honaunau_1,2,L5,Porites lobata,37,,5
5/20/2023,1,Honaunau_1,2,L5,Carbonate,63,,26
5/20/2023,1,Honaunau_1,2,L5,Porites lobata,81,,18
5/20/2023,1,Honaunau_1,2,L5,Carbonate,88,,7
5/20/2023,1,Honaunau_1,2,L5,Porites lobata,120,,32
5/20/2023,1,Honaunau_1,2,L5,Carbonate,215,215,95
5/20/2023,1,Honaunau_1,2,K5,Carbonate,203,,203
5/20/2023,1,Honaunau_1,2,K5,Porites lobata,219,,16
5/20/2023,1,Honaunau_1,2,K5,Montipora patula,222,222,3
5/20/2023,1,Honaunau_1,2,L6,Carbonate,46,,46
5/20/2023,1,Honaunau_1,2,L6,Porites lobata,52,,6
5/20/2023,1,Honaunau_1,2,L6,Carbonate,77,,25
5/20/2023,1,Honaunau_1,2,L6,Porites lobata,94,,17
5/20/2023,1,Honaunau_1,2,L6,Carbonate,191,,97
5/20/2023,1,Honaunau_1,2,L6,Porites lobata,234,234,43
5/20/2023,1,Honaunau_1,2,K6,Carbonate,34,,34
5/20/2023,1,Honaunau_1,2,K6,Porites lobata,37,,3
5/20/2023,1,Honaunau_1,2,K6,Carbonate,97,,60
5/20/2023,1,Honaunau_1,2,K6,Porites lobata,112,,15
5/20/2023,1,Honaunau_1,2,K6,Carbonate,146,,34
5/20/2023,1,Honaunau_1,2,K6,Porites lobata,168,,22
5/20/2023,1,Honaunau_1,2,K6,Carbonate,216,216,48
5/20/2023,1,Honaunau_1,2,L7,Porites lobata,26,,26
5/20/2023,1,Honaunau_1,2,L7,Carbonate,42,,16
5/20/2023,1,Honaunau_1,2,L7,Porites lobata,95,,53
5/20/2023,1,Honaunau_1,2,L7,Carbonate,154,,59
5/20/2023,1,Honaunau_1,2,L7,Porites lobata,167,,13
5/20/2023,1,Honaunau_1,2,L7,Carbonate,176,,9
5/20/2023,1,Honaunau_1,2,L7,Porites lobata,234,,58
5/20/2023,1,Honaunau_1,2,L7,Carbonate,261,261,27
5/20/2023,1,Honaunau_1,2,K7,Porites lobata,19,,19
5/20/2023,1,Honaunau_1,2,K7,Carbonate,31,,12
5/20/2023,1,Honaunau_1,2,K7,Porites lobata,43,,12
5/20/2023,1,Honaunau_1,2,K7,Carbonate,64,,21
5/20/2023,1,Honaunau_1,2,K7,Porites lobata,107,,43
5/20/2023,1,Honaunau_1,2,K7,Carbonate,109,,2
5/20/2023,1,Honaunau_1,2,K7,Porites lobata,132,,23
5/20/2023,1,Honaunau_1,2,K7,Carbonate,135,,3
5/20/2023,1,Honaunau_1,2,K7,Porites lobata,160,,25
5/20/2023,1,Honaunau_1,2,K7,Carbonate,165,,5
5/20/2023,1,Honaunau_1,2,K7,Porites lobata,217,,52
5/20/2023,1,Honaunau_1,2,K7,Carbonate,291,291,74
5/20/2023,1,Honaunau_1,2,L8,Carbonate,229,229,229
5/20/2023,2,Honaunau_2,2,L1,Carbonate,25,,25
5/20/2023,2,Honaunau_2,2,L1,Pocillopora meandrina,28,,3
5/20/2023,2,Honaunau_2,2,L1,Carbonate,103,,75
5/20/2023,2,Honaunau_2,2,L1,Porites lobata,107,,4
5/20/2023,2,Honaunau_2,2,L1,Carbonate,145,,38
5/20/2023,2,Honaunau_2,2,L1,Porites lobata,162,,17
5/20/2023,2,Honaunau_2,2,L1,Carbonate,184,,22
5/20/2023,2,Honaunau_2,2,L1,Porites lobata,187,,3
5/20/2023,2,Honaunau_2,2,L1,Carbonate,216,,29
5/20/2023,2,Honaunau_2,2,L1,Porites lobata,225,225,9
5/20/2023,2,Honaunau_2,2,K1,Carbonate,45,,45
5/20/2023,2,Honaunau_2,2,K1,Porites lobata,56,,11
5/20/2023,2,Honaunau_2,2,K1,Carbonate,82,,26
5/20/2023,2,Honaunau_2,2,K1,Porites lobata,87,,5
5/20/2023,2,Honaunau_2,2,K1,Carbonate,162,,75
5/20/2023,2,Honaunau_2,2,K1,Porites lobata,164,,2
5/20/2023,2,Honaunau_2,2,K1,Carbonate,179,,15
5/20/2023,2,Honaunau_2,2,K1,Porites lobata,191,,12
5/20/2023,2,Honaunau_2,2,K1,Carbonate,245,245,54
5/20/2023,2,Honaunau_2,2,L2,Carbonate,11,,11
5/20/2023,2,Honaunau_2,2,L2,Porites lobata,26,,15
5/20/2023,2,Honaunau_2,2,L2,Carbonate,58,,32
5/20/2023,2,Honaunau_2,2,L2,Porites lobata,83,,25
5/20/2023,2,Honaunau_2,2,L2,Carbonate,89,,6
5/20/2023,2,Honaunau_2,2,L2,Porites lobata,92,,3
5/20/2023,2,Honaunau_2,2,L2,Carbonate,99,,7
5/20/2023,2,Honaunau_2,2,L2,Porites lobata,111,,12
5/20/2023,2,Honaunau_2,2,L2,Carbonate,117,,6
5/20/2023,2,Honaunau_2,2,L2,Porites lobata,129,,12
5/20/2023,2,Honaunau_2,2,L2,Carbonate,214,,85
5/20/2023,2,Honaunau_2,2,L2,Porites lobata,235,,21
5/20/2023,2,Honaunau_2,2,L2,Carbonate,248,248,13
5/20/2023,2,Honaunau_2,2,K2,Carbonate,20,,20
5/20/2023,2,Honaunau_2,2,K2,Porites lobata,34,,14
5/20/2023,2,Honaunau_2,2,K2,Carbonate,63,,29
5/20/2023,2,Honaunau_2,2,K2,Leptastrea transversa,82,,19
5/20/2023,2,Honaunau_2,2,K2,Carbonate,91,,9
5/20/2023,2,Honaunau_2,2,K2,Leptastrea transversa,94,,3
5/20/2023,2,Honaunau_2,2,K2,Carbonate,134,,40
5/20/2023,2,Honaunau_2,2,K2,Porites lobata,151,,17
5/20/2023,2,Honaunau_2,2,K2,Carbonate,164,,13
5/20/2023,2,Honaunau_2,2,K2,Porites lobata,171,,7
5/20/2023,2,Honaunau_2,2,K2,Carbonate,218,218,47
5/20/2023,2,Honaunau_2,2,L3,Carbonate,23,,23
5/20/2023,2,Honaunau_2,2,L3,Porites lobata,25,,2
5/20/2023,2,Honaunau_2,2,L3,Carbonate,45,,20
5/20/2023,2,Honaunau_2,2,L3,Porites lobata,64,,19
5/20/2023,2,Honaunau_2,2,L3,Coralline algae,120,,56
5/20/2023,2,Honaunau_2,2,L3,Porites lobata,128,,8
5/20/2023,2,Honaunau_2,2,L3,Carbonate,180,,52
5/20/2023,2,Honaunau_2,2,L3,Pavona varians,202,,22
5/20/2023,2,Honaunau_2,2,L3,Carbonate,222,222,20
5/20/2023,2,Honaunau_2,2,K3,Coralline algae,213,213,213
5/20/2023,2,Honaunau_2,2,L4,Carbonate,62,,62
5/20/2023,2,Honaunau_2,2,L4,Pocillopora meandrina,64,,2
5/20/2023,2,Honaunau_2,2,L4,Carbonate,87,,23
5/20/2023,2,Honaunau_2,2,L4,Porites lobata,105,,18
5/20/2023,2,Honaunau_2,2,L4,Coralline algae,217,217,112
5/20/2023,2,Honaunau_2,2,L5,Coralline algae,27,,27
5/20/2023,2,Honaunau_2,2,L5,Porites lobata,31,,4
5/20/2023,2,Honaunau_2,2,L5,Coralline algae,52,,21
5/20/2023,2,Honaunau_2,2,L5,Porites lobata,55,,3
5/20/2023,2,Honaunau_2,2,L5,Coralline algae,85,,30
5/20/2023,2,Honaunau_2,2,L5,Porites lobata,104,,19
5/20/2023,2,Honaunau_2,2,L5,Coralline algae,118,,14
5/20/2023,2,Honaunau_2,2,L5,Porites lobata,159,,41
5/20/2023,2,Honaunau_2,2,L5,Coralline algae,172,,13
5/20/2023,2,Honaunau_2,2,L5,Porites lobata,185,,13
5/20/2023,2,Honaunau_2,2,L5,Coralline algae,226,226,41
5/20/2023,2,Honaunau_2,2,K4,Carbonate,22,,22
5/20/2023,2,Honaunau_2,2,K4,Porites lobata,26,,4
